ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
410,Ricardo Zúñiga,Universidad Andrés Bello,Ciencia Política,4,61,23,,A5103283465,0000-0002-5915-4413,"Social Sciences and Governance; Social Sciences and Policies; Community Health and Development; Aging, Elder Care, and Social Issues; Education, sociology, and vocational training"
411,Daniel Herrera Arenas,University of Chile,Sociología,4,62,33,,A5061923421,0000-0002-5900-4730,"Urbanism, Landscape, and Tourism Studies; Geography and Education Methods; 3D Surveying and Cultural Heritage; Geotourism and Geoheritage Conservation; Spatial Cognition and Navigation"
412,Daniela Soto,Universidad de Santiago de Chile,Ciencia Política,4,83,21,,A5085551468,0000-0002-0730-8230,Educational theories and practices; Education in Rural Contexts; Social Sciences and Policies; Public Policy and Governance; Educational Practices and Policies
413,Alejandro Silva Bascuñán,Pontificia Universidad Católica de Chile,Ciencia Política,4,76,65,,A5021226970,,Comparative constitutional jurisprudence studies; Human Rights and Immigration; Legal processes and jurisprudence; Criminal Justice and Penology; Political Theory and Democracy
414,Jorge Costadoat,Alberto Hurtado University,Sociología,4,76,87,,A5076723949,0000-0002-3364-9899,Religious and Theological Studies; Theology and Canon Law Studies; Religion and Society in Latin America; Social Sciences and Policies; Cultural and Mythological Studies
415,Sébastien Dubé,Arturo Prat University,Ciencia Política,4,32,26,,A5068066433,0000-0002-4290-9701,International Relations in Latin America; International Development and Aid; Political and Social Dynamics in Chile and Latin America; International Relations and Foreign Policy; Cross-Border Cooperation and Integration
416,Rodrigo Wolf-Yadlin,University of Chile,Educación,4,97,4,,A5090019303,,Scheduling and Timetabling Solutions; Vehicle Routing Optimization Methods; Auction Theory and Applications; Assembly Line Balancing Optimization; Educational Games and Gamification
417,Luis Merino Montero,University of Chile,Ciencia Política,4,84,131,,A5113504469,,"Cultural and Social Studies in Latin America; Political and Social Dynamics in Chile and Latin America; Libraries, Manuscripts, and Books; Comparative Literary Analysis and Criticism; Social Sciences and Policies"
418,Jorge Castillo,Universidad Católica Silva Henríquez,Economía,4,85,26,,A5101874633,,Human Rights and Immigration; Social Sciences and Policies; Higher Education and Sustainability; Community Health and Development; Asian Industrial and Economic Development
419,Alejandra Santana López,Pontificia Universidad Católica de Chile,Educación,4,86,26,,A5044543366,0000-0003-0465-133X,"Social Sciences and Policies; Children's Rights and Participation; Education in Rural Contexts; Education and Teacher Training; Migration, Education, Indigenous Social Dynamics"
420,Consuelo Undurraga,Pontificia Universidad Católica de Chile,Psicología,4,88,10,,A5049885038,,Child and Adolescent Psychosocial and Emotional Development; Social Sciences and Policies; Health and Lifestyle Studies; Maternal Mental Health During Pregnancy and Postpartum; Social Skills and Education
421,Norman Garrido Cabezas,University of Tarapacá,Ciencia Política,4,57,20,,A5033758110,0000-0003-4918-5387,Comparative constitutional jurisprudence studies; Political Theory and Democracy; Educational Research and Science Teaching; Public Policy and Governance; Administrative Law and Governance
422,Carolina Muñoz‐Guzmán,Pontificia Universidad Católica de Chile,Educación,4,51,16,,A5003133575,0000-0003-3752-8434,Social Work Education and Practice; Social Sciences and Policies; Child Welfare and Adoption; Child Abuse and Trauma; Community Health and Development
423,Nelson Paulus,Universidad de Santiago de Chile,Educación,4,51,18,,A5013296390,0000-0002-3751-9485,"Education and Teacher Training; Social Sciences and Policies; Science, Technology, and Education in Latin America; Higher Education Teaching and Evaluation; Organizational Management and Innovation"
424,Juan Andrés Pino‐Morán,University of O'Higgins,Ciencia Política,4,52,19,,A5048112399,0000-0001-7027-6908,"Social Sciences and Policies; Occupational Therapy Practice and Research; Race, Identity, and Education in Brazil; Social Issues and Sustainability; Political and Social Dynamics in Chile and Latin America"
425,Facundo Vega,Adolfo Ibáñez University,Ciencia Política,4,52,24,,A5039572332,0000-0002-1387-5944,"Political Theory and Democracy; Philosophical and Cultural Analysis; Philosophy, Ethics, and Existentialism; Political Theology and Sovereignty; Critical Theory and Philosophy"
426,Pablo Gustavo Rodríguez,Universidad de Magallanes,Ciencia Política,4,52,73,,A5029726210,0000-0001-5485-2290,Latin American socio-political dynamics; Social Sciences and Policies; Archaeology and Cultural Heritage; Cultural and political discourse analysis; Educational theories and practices
427,Jorge Baeza Correa,Universidad Católica de Temuco,Educación,4,59,36,,A5003566071,0000-0002-9111-0963,Education and Teacher Training; Social Sciences and Policies; Religion and Society in Latin America; Education in Rural Contexts; Educational theories and practices
428,Susan Yáñez,Universidad Católica del Norte,Psicología,4,109,5,,A5113665750,,"Racial and Ethnic Identity Research; Social and Intergroup Psychology; Migration, Education, Indigenous Social Dynamics; Social Skills and Education; Social Sciences and Policies"
429,Andrés Moltedo,Universidad Santo Tomás,Psicología,4,78,7,,A5017875047,0000-0002-2595-9221,Psychology Research and Bibliometrics; Psychological Treatments and Disorders; Vehicle Routing Optimization Methods; Academic and Historical Perspectives in Psychology; Neural and Behavioral Psychology Studies
430,Paula Vidal Molina,University of Chile,Ciencia Política,4,79,56,,A5056528309,0000-0002-9036-3766,"Social Sciences and Policies; Latin American socio-political dynamics; Employment, Labor, and Gender Studies; Political and Social Dynamics in Chile and Latin America; Social and Political Issues"
431,Máximo Muñoz Reyes,University of Concepción,Ciencia Política,4,81,6,,A5067074941,,"Education and Teacher Training; Educational Practices and Policies; Inclusive Education and Diversity; Social Sciences and Policies; Finance, Taxation, and Governance"
432,María José Pérez,University of Chile,Educación,4,93,28,,A5100614698,0000-0002-5386-6612,Social Sciences and Policies; Educational Practices and Policies; Early Childhood Education and Development; Inclusive Education and Diversity; Teacher Education and Leadership Studies
433,Felipe Sáez Ardura,Universidad de La Frontera,Ciencia Política,4,94,19,,A5067176760,0000-0001-9472-5552,Social Sciences and Policies; Public Policy and Governance; Regulation and Compliance Studies; Social Issues and Sustainability; Risk Perception and Management
434,Diego Durán Toledo,Universidad Autónoma de Chile,Ciencia Política,4,94,21,,A5035787453,0000-0001-5500-4891,Political and Social Dynamics in Chile and Latin America; Social Sciences and Policies; Public Policy and Governance; Stress and Burnout Research; Viral Infections and Immunology Research
435,Carla Bonatti,Universidad Andrés Bello,Ciencias Sociales,4,103,4,,A5014272927,,"Public Health and Social Inequalities; Maternal and Neonatal Healthcare; Social Sciences and Policies; Grief, Bereavement, and Mental Health; Maternal Mental Health During Pregnancy and Postpartum"
436,David Pac Salas,University of O'Higgins,Sociología,4,89,66,,A5084929498,0000-0001-9729-7688,"Social Sciences and Policies; Cultural Industries and Urban Development; Employment, Labor, and Gender Studies; Creativity in Education and Neuroscience; Optimization and Variational Analysis"
437,Pablo Salvat,Alberto Hurtado University,Ciencia Política,3,28,20,,A5083414928,,Economic and Social Development; Public Policy and Governance; Comparative constitutional jurisprudence studies; Social Sciences and Policies; Ethics and bioethics in healthcare
438,Paola Figueroa,Universidad Andrés Bello,Ciencia Política,3,12,5,,A5059036596,,"Memory, violence, and history; Social Sciences and Policies; Aging, Elder Care, and Social Issues; Latin American socio-political dynamics; Intensive Care Unit Cognitive Disorders"
439,Moyra Castro-Paredes,University of Talca,Ciencia Política,3,27,11,,A5005426773,,Public Policy and Governance; Educational Practices and Policies; Economic and Social Development; Education and Teacher Training; Social Sciences and Policies
440,Alejandra Sánchez Cuevas,Austral University of Chile,Ciencia Política,3,114,6,,A5075745582,0000-0001-7607-0783,"Feminism, Gender, and Social Issues; Latin American socio-political dynamics; Indigenous Cultures and History; Social Sciences and Policies; Social Issues and Sustainability"
441,Juan Pablo Paredes P,Catholic University of the Maule,Ciencia Política,3,90,10,,A5063144914,,Public Policy and Governance; Social Sciences and Policies; Latin American socio-political dynamics; Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy
442,Jessica Bull,Austral University of Chile,Administración,3,17,7,,A5025381538,,Outsourcing and Supply Chain Management; Military and Defense Studies; Multi-Agent Systems and Negotiation; Quality and Supply Management; Facility Location and Emergency Management
443,Ana Castillo Leyton,University of Atacama,Educación,3,17,8,,A5056816558,0000-0003-0231-7135,"Education and Teacher Training; Social Sciences and Policies; Memory, violence, and history; Higher Education Teaching and Evaluation; Spanish History and Politics"
444,Carlos Mejí­as Sandia,Universidad Autónoma de Chile,Ciencia Política,3,17,11,,A5060891496,,"Social Sciences and Policies; Latin American socio-political dynamics; Gender, Health, and Social Inequality; Social Work Education and Practice; Politics and Society in Latin America"
445,Paola Ilabaca Baeza,Viña del Mar University,Sociología,3,71,14,,A5027496279,0000-0002-0246-0145,"Intimate Partner and Family Violence; Social Sciences and Policies; Sexual Assault and Victimization Studies; Cultural and Social Studies in Latin America; Migration, Education, Indigenous Social Dynamics"
446,Marcelo Gallegos Fuentes,University of Bío-Bío,Sociología,3,29,7,,A5036419375,0000-0002-6153-5514,"Social Sciences and Policies; Education and Teacher Training; Gender, Health, and Social Inequality; Migration, Education, Indigenous Social Dynamics; Social Skills and Education"
447,Alejandro Marambio-Tapia,University of Chile,Economía,3,29,17,,A5057112967,0000-0002-8598-8817,"Housing, Finance, and Neoliberalism; Social Policy and Reform Studies; Social Sciences and Policies; Employment and Welfare Studies; Financial Literacy, Pension, Retirement Analysis"
448,Simón Escoffier,Pontificia Universidad Católica de Chile,Ciencia Política,3,29,19,,A5014611568,0000-0001-7835-6865,Political and Social Dynamics in Chile and Latin America; Politics and Society in Latin America; Social Policy and Reform Studies; Political Conflict and Governance; Latin American socio-political dynamics
449,María José Ortúzar Escudero,Universidad de Santiago de Chile,Sociología,3,29,27,,A5010070801,0000-0003-1251-815X,"Classical Philosophy and Thought; Historical and Literary Studies; Historical Philosophy and Science; Historical, Religious, and Philosophical Studies; Historical, Literary, and Cultural Studies"
450,Consuelo Martínez-Sicluna y Sepúlveda,Universidad Bernardo O'Higgins,Ciencia Política,3,33,47,,A5075969733,0000-0002-0524-8465,Comparative constitutional jurisprudence studies; Comparative International Legal Studies; Legal processes and jurisprudence; Historical Studies in Latin America; Political Theory and Democracy
451,Andrés Monares,University of Chile,Economía,3,15,18,,A5028446596,,Economic and Social Development; Environmental and sustainability education; Ethics and bioethics in healthcare; Economic Theory and Institutions; Social Sciences and Policies
452,Nilia Viscardi,Universidad La República,Ciencia Política,3,15,30,,A5071200556,0000-0001-8070-3491,Social Sciences and Policies; Criminal Justice and Penology; Latin American socio-political dynamics; Social Issues and Policies in Latin America; Educational Practices and Policies
453,Diego Morales-Bader,Adolfo Ibáñez University,Ciencia Política,3,12,5,,A5058287832,0000-0003-1384-7588,"Child and Animal Learning Development; Populism, Right-Wing Movements; Intelligent Tutoring Systems and Adaptive Learning; Advanced Text Analysis Techniques; Complex Systems and Time Series Analysis"
454,Ieva Žebrytė,Universidad de La Frontera,Educación,3,68,11,,A5082647763,0000-0002-9204-7679,"Migration, Education, Indigenous Social Dynamics; Supply Chain Resilience and Risk Management; Human Rights and Immigration; Social Sciences and Policies; Comparative constitutional jurisprudence studies"
455,Gabriel Etcheberrigaray Torres,University of Chile,Educación,3,31,5,,A5044029625,0000-0002-3565-9388,Education and Teacher Training; Stress and Burnout Research; Early Childhood Education and Development; Social Sciences and Policies; Educational Practices and Policies
456,Yasna Anabalón Anabalón,University of the Americas,Educación,3,31,27,,A5041325304,0000-0003-4279-6062,Social Sciences and Policies; Education and Teacher Training; Social Skills and Education; Higher Education and Sustainability; Educational Innovations and Technology
457,Juan López,University of Bío-Bío,Educación,3,31,35,,A5101634713,0000-0002-8684-7725,Educational Practices and Policies; Social Sciences and Policies; Health and Lifestyle Studies; Cardiac Valve Diseases and Treatments; Higher Education Teaching and Evaluation
458,Natalia Salas‐Guzmán,Finis Terrae University,Sociología,3,32,5,,A5096773206,,"Career Development and Diversity; Gender Diversity and Inequality; Team Dynamics and Performance; Education, Achievement, and Giftedness; Interdisciplinary Research and Collaboration"
459,Marcel Théza Manríquez,University of Chile,Ciencia Política,3,26,11,,A5050965640,0000-0001-7556-1927,Political Theory and Democracy; Political and Social Dynamics in Chile and Latin America; Social Sciences and Policies; Public Policy and Governance; Latin American socio-political dynamics
460,Marco Antonio Flores,Universidad de La Frontera,Ciencias Sociales,3,26,12,,A5040334944,0000-0002-3504-2476,Social Sciences and Policies; Orthodontics and Dentofacial Orthopedics; Dental Research and COVID-19; Dental Implant Techniques and Outcomes; Oral Health Pathology and Treatment
461,Claudia Sanhueza Riveros,Pontificia Universidad Católica de Chile,Sociología,3,26,12,,A5012509877,,"Gender, Labor, and Family Dynamics; Labor market dynamics and wage inequality; Migration, Ethnicity, and Economy; BIM and Construction Integration; Names, Identity, and Discrimination Research"
462,José Antonio Román Brugnoli,Metropolitan University of Technology,Sociología,3,26,17,,A5030814707,0000-0001-8151-9821,"Literary and Cultural Studies; Social Sciences and Policies; Labor Law and Work Dynamics; Employment, Labor, and Gender Studies; Public Health and Social Inequalities"
463,Rodrigo Sepúlveda Prado,University of Chile,Psicología,3,26,19,,A5078683512,,"Social Sciences and Policies; Criminal Justice and Penology; Health and Lifestyle Studies; Aging, Health, and Disability; Developmental and Educational Neuropsychology"
464,Clargina Monsalve Labrador,Centro de Estudios Científicos,Educación,3,13,8,,A5026407201,0000-0003-0341-7015,Social Sciences and Policies; Health and Medical Education; Educational Practices and Policies; Philosophy and Education Pedagogy; Religious and Theological Studies
465,Román Guridi,Pontificia Universidad Católica de Chile,Sociología,3,13,12,,A5080831361,0000-0002-2758-5593,"Religious and Theological Studies; Religion, Ecology, and Ethics; Philosophical and Cultural Analysis; Latin American Literature Studies; Social Sciences and Policies"
466,Daniela Cáceres,Alberto Hurtado University,Ciencia Política,3,13,18,,A5090545833,0000-0002-1479-9656,Social Sciences and Policies; Social Issues and Sustainability; Latin American socio-political dynamics; Public Policy and Governance; Public Health and Social Inequalities
467,Carlos Vergara-Constela,Pontificia Universidad Católica de Chile,Ciencia Política,3,28,4,,A5090208387,,"Latin American Urban Studies; Migration, Aging, and Tourism Studies; Inclusive Education and Diversity; Urban Planning and Governance; Social Sciences and Policies"
468,Svenska Arensburg Castelli,University of Chile,Ciencias Sociales,3,32,25,,A5020390461,0000-0001-6954-8136,"Criminal Justice and Penology; Gender, Violence, Rights in Latin America; Social Sciences and Policies; Social Issues and Policies in Latin America; Legal processes and jurisprudence"
469,Teresita Jiménez,Adolfo Ibáñez University,Comunicación,3,88,8,,A5039230308,,Social Sciences and Policies; Health and Lifestyle Studies; Eating Disorders and Behaviors; E-Learning and Knowledge Management; Communication and COVID-19 Impact
470,Juan González López,University of Chile,Ciencia Política,3,106,13,,A5050294941,,Education and Teacher Training; Social Sciences and Policies; Education in Rural Contexts; Public Policy and Governance; Higher Education and Sustainability
471,Francisco Salinas,Universidad Diego Portales,Ciencia Política,3,51,69,,A5029262905,0000-0002-3916-4833,Social Sciences and Policies; Photographic and Visual Arts; Cancer Diagnosis and Treatment; Latin American socio-political dynamics; Case Reports on Hematomas
472,Carla Frías,University of Chile,Educación,3,52,16,,A5018095789,0000-0002-0766-4761,"Social Sciences and Policies; Stress and Burnout Research; Education in Rural Contexts; Healthcare professionals’ stress and burnout; Aging, Health, and Disability"
473,Franco Barrera,Instituto Nacional de Capacitación Profesional,Ciencia Política,3,53,6,,A5085122187,,Online and Blended Learning; Educational Assessment and Improvement; Health and Medical Education; Social Sciences and Policies; Public Policy and Governance
474,Daniel Briones Mella,Universidad de Magallanes,Psicología,3,59,4,,A5008401379,,Stress and Burnout Research; Inclusive Education and Diversity; Social Sciences and Policies; Social Issues and Sustainability; Healthcare professionals’ stress and burnout
475,Esther Corona Vargas,Universidad Andrés Bello,Ciencias Sociales,3,246,14,,A5113968200,,"Gender and Feminist Studies; Social Sciences and Policies; Adolescent Sexual and Reproductive Health; Sexuality, Behavior, and Technology; LGBTQ Health, Identity, and Policy"
476,Camila Ortiz Inostroza,Pontificia Universidad Católica de Chile,Ciencia Política,3,49,6,,A5043805865,0000-0002-5229-0754,Social Capital and Networks; Political and Social Dynamics in Chile and Latin America; Electoral Systems and Political Participation; Social Media and Politics; Social Policy and Reform Studies
477,Andrés Bosch,Pontificia Universidad Católica de Chile,Psicología,3,49,9,,A5103371153,,Historical and Modern Theater Studies; Social Sciences and Policies; Comparative Literary Analysis and Criticism; Spanish Literature and Culture Studies; Geological and Geochemical Analysis
478,Gabriel Guajardo Soto,Facultad Latinoamericana de Ciencias Sociales,Sociología,3,49,27,,A5019768447,0000-0002-3956-700X,"Education and Teacher Training; Social Sciences and Policies; Aging, Health, and Disability; Educational Innovations and Technology; Immigration and Intercultural Education"
479,Claudio Araya-Sassi,Universidad de La Frontera,Administración,3,50,4,,A5004740623,0000-0001-6826-1678,Supply Chain and Inventory Management; Facility Location and Emergency Management; Vehicle Routing Optimization Methods; Advanced Manufacturing and Logistics Optimization; Transportation Planning and Optimization
480,Gabriel Vergara,Federico Santa María Technical University,Sociología,3,56,4,,A5088524568,,"Poverty, Education, and Child Welfare; Fiscal Policy and Economic Growth; Income, Poverty, and Inequality; Financial Markets and Investment Strategies; Economic Growth and Development"
481,Pablo Seguel Gutiérrez,National Monuments Council,Ciencia Política,3,20,7,,A5104092427,,"Political and Social Dynamics in Chile and Latin America; Memory, violence, and history; Labor Law and Work Dynamics; Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics"
482,Giselle Davis-Toledo,University of Talca,Ciencia Política,3,20,9,,A5032194940,0000-0002-2899-3652,"Education and Teacher Training; Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Public Policy and Governance; Cultural and Social Studies in Latin America"
483,Hernán Alfredo Díaz,Universidad de Santiago de Chile,Educación,3,20,10,,A5103732848,,Advertising and Communication Studies; EEG and Brain-Computer Interfaces; Health and Medical Education; Ethics and bioethics in healthcare; Social Sciences and Policies
484,Fernando Valencia Murcia,Metropolitan University of Technology,Educación,3,20,11,,A5014294075,,Social Sciences and Policies; History and Politics in Latin America; Educational Practices and Policies; Health and Medical Education; E-Learning and Knowledge Management
485,Pedro E. Moscoso-Flores,Adolfo Ibáñez University,Ciencia Política,3,20,31,,A5073485332,0000-0002-3766-7656,Social Sciences and Policies; Education and Teacher Training; Philosophical and Cultural Analysis; Political Theory and Democracy; Political and Social Dynamics in Chile and Latin America
486,Mónica Manríquez-Hizaut,University of Chile,Educación,3,47,11,,A5086562091,0000-0002-5325-1749,"Migration, Education, Indigenous Social Dynamics; Indigenous Health, Education, and Rights; Social Issues and Sustainability; Social Sciences and Policies; Aging, Health, and Disability"
487,Roberto Aceituno,University of Chile,Ciencia Política,3,47,21,,A5087527310,0000-0002-8107-273X,"Political and Social Dynamics in Chile and Latin America; Memory, violence, and history; Social Sciences and Policies; Psychological Treatments and Disorders; Education and Teacher Training"
488,Loreto Castillo Collado,Arturo Prat University,Psicología,3,48,5,,A5110529799,,Stress and Burnout Research; Educational Outcomes and Influences; Social Sciences and Policies; Social impacts of COVID-19; Latin American Urban Studies
489,Maricela González Moya,University of the Americas,Ciencia Política,3,48,19,,A5074202114,0000-0002-7025-7077,"Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; Public Health and Social Inequalities; Medicine and Dermatology Studies History"
490,Miguel Ángel Martínez Meucci,Austral University of Chile,Ciencia Política,3,21,12,,A5055244332,0000-0002-9997-8062,International Relations in Latin America; Political and Social Dynamics in Chile and Latin America; Cultural and political discourse analysis; Political Theory and Democracy; Politics and Society in Latin America
491,Leticia Arancibia Martínez,Pontificia Universidad Católica de Valparaíso,Ciencia Política,3,21,22,,A5074876872,0000-0003-3010-6765,Social Sciences and Policies; Educational theories and practices; Social and Political Issues; Political and Social Dynamics in Chile and Latin America; Global Education and Multiculturalism
492,Patricia Hermosilla,University of Chile,Educación,3,21,22,,A5062379984,0000-0001-6398-675X,History of Education in Spain; Educational theories and practices; Social Sciences and Policies; Educational Practices and Policies; Higher Education Teaching and Evaluation
493,Carlos Álvarez,Dirección de Investigación y Desarrollo,Ciencia Política,3,21,37,,A5016168987,0000-0002-5240-1960,"Social Sciences and Policies; Human Rights and Immigration; Science, Technology, and Education in Latin America; History and Theory of Mathematics; Finance, Taxation, and Governance"
494,Jonathan Andrades-Moya,Catholic University of the Maule,Educación,3,44,9,,A5072383637,0000-0001-5371-9412,Education and Teacher Training; Inclusive Education and Diversity; Educational Practices and Policies; Social Sciences and Policies; Educational Innovations and Technology
495,María Paz Faúndez,Ministry of Education,Educación,3,44,10,,A5068479459,0000-0003-1443-0653,Education and Teacher Training; Educational Innovations and Technology; Higher Education and Sustainability; Social Sciences and Policies; Social Issues and Sustainability
496,Germán Rozas Ossandón,University of Chile,Ciencia Política,3,69,20,,A5057125154,0000-0003-3905-9520,Social Sciences and Policies; Social Issues and Sustainability; Social Skills and Education; Regional Development and Innovation; Public Policy and Governance
497,Guillermo Pereyra,Instituto Nacional de Derechos Humanos,Ciencia Política,3,69,24,,A5006777090,0000-0003-3152-9620,"Memory, violence, and history; Philosophical and Cultural Analysis; Political Dynamics in Latin America; Conflict, Peace, and Violence in Colombia; Political Theory and Democracy"
498,Paulina Ramos,Pontificia Universidad Católica de Chile,Ciencia Política,3,60,86,,A5028327089,0000-0002-2031-4424,Political Influence and Corporate Strategies; International Development and Aid; Nonprofit Sector and Volunteering; Corporate Taxation and Avoidance; Social Policy and Reform Studies
499,Rodolfo Schmal S,University of Talca,Ciencia Política,3,61,5,,A5002040339,,Higher Education Teaching and Evaluation; Political Theory and Democracy; Educational Outcomes and Influences; Social Sciences and Policies; Public Policy and Governance
500,Carla Cordua Sommer,University of Chile,Ciencia Política,3,255,8,,A5058385784,,Social Sciences and Policies; Public Policy and Governance; Philosophical Thought and Analysis; Political Theory and Democracy; Latin American Literature Studies
501,Carlos Montoya Aguilar,University of Chile,Educación,3,53,45,,A5104019058,,Public Health and Social Inequalities; Health and Medical Education; Health and Lifestyle Studies; Social Sciences and Policies; Ethics and bioethics in healthcare
502,Ernesto Cortés Pizarro,Universidad Católica del Norte,Educación,3,66,4,,A5063168705,0000-0002-2356-3311,Social impacts of COVID-19; Water Quality Monitoring and Analysis; Social Sciences and Policies; Membrane Separation Technologies; Higher Education and Sustainability
503,Andrea Comelin Fornés,University of Tarapacá,Educación,3,67,7,,A5007601515,,Social Sciences and Policies; Higher Education Teaching and Evaluation; Social Work Education and Practice; Education and Teacher Training; Educational theories and practices
504,Jorge Brower Beltramín,Universidad de Santiago de Chile,Sociología,3,56,65,,A5023928149,0000-0002-6968-2949,Literary and Cultural Studies; Social Sciences and Policies; Philosophical and Cultural Analysis; Advertising and Communication Studies; Comparative constitutional jurisprudence studies
505,Dariela Sharim Kovalskys,Pontificia Universidad Católica de Chile,Ciencia Política,3,57,7,,A5015713890,,"Social Sciences and Policies; Memory, violence, and history; Latin American socio-political dynamics; Migration, Education, Indigenous Social Dynamics; Aging, Health, and Disability"
506,Ricardo Andrés Gaete-Quezada,Universidad de Antofagasta,Ciencia Política,3,45,3,,A5076914883,,Evaluation and Performance Assessment; Educational theories and practices; Innovative Teaching Methodologies in Social Sciences; Gender Diversity and Inequality; Higher Education Governance and Development
507,Jeffrey Morales,Universidad Andrés Bello,Sociología,3,45,10,,A5077902746,0009-0007-0965-187X,"Income, Poverty, and Inequality; Financial Literacy, Pension, Retirement Analysis; Fiscal Policy and Economic Growth; Economic theories and models; Housing Market and Economics"
508,Carlos Vidal,"Universidad de Los Andes, Chile",Economía,3,45,60,,A5035794265,0000-0002-1546-8832,"Business, Innovation, and Economy; Social Sciences and Policies; Diverse Applied Research Studies; Comparative Literary Analysis and Criticism; Occupational Health and Safety in Workplaces"
509,Muriel Armijo Cabrera,Universidad Central de Chile,Ciencia Política,3,50,18,,A5070724199,0000-0003-1657-6453,Education in Rural Contexts; Education and Teacher Training; Social Sciences and Policies; Children's Rights and Participation; Public Policy and Governance
510,Ximena Valdés Subercaseaux,Academy of Christian Humanism University,Economía,3,22,16,,A5048724757,,"Social Sciences and Policies; Latin American rural development; Global trade, sustainability, and social impact; Migration, Education, Indigenous Social Dynamics; Rural development and sustainability"
511,Luis Enrique Pincheira Muñoz,Centro de Estudios Científicos,Sociología,3,22,16,,A5027430990,0000-0002-1413-1170,"Immigration and Intercultural Education; Education and Teacher Training; Educational Practices and Policies; Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics"
512,Milton Contreras-Sáez,Catholic University of the Maule,Ciencia Política,3,22,17,,A5055203491,0000-0003-1753-9785,"Social Sciences and Policies; Social Issues and Sustainability; Social Work Education and Practice; Aging, Health, and Disability; Social and Political Issues"
513,Hans Stange,University of Chile,Ciencia Política,3,22,18,,A5007969249,0000-0002-3960-8107,Political and Social Dynamics in Chile and Latin America; Cinema History and Criticism; Photographic and Visual Arts; Cultural and Social Studies in Latin America; Social Sciences and Policies
514,Juan Carlos Marín,Dirección de Investigación y Desarrollo,Psicología,3,22,27,,A5087797256,0000-0003-3442-2052,Regional Development and Innovation; Social Sciences and Policies; Water Resource Management and Quality; Psychological Treatments and Disorders; Environmental and Ecological Studies
515,Luz Bulnes Aldunate,University of Chile,Ciencia Política,3,22,34,,A5029150579,,Comparative constitutional jurisprudence studies; Human Rights and Immigration; Legal processes and jurisprudence; Political Theory and Democracy; Labor Law and Work Dynamics
516,Lucy Sepúlveda Velásquez,Academy of Christian Humanism University,Psicología,3,24,11,,A5013157503,,Inclusive Education and Diversity; Education and Teacher Training; Developmental and Educational Neuropsychology; Social Sciences and Policies; Educational Methods and Psychological Studies
517,Ximena Cuadra Montoya,Catholic University of the Maule,Ciencia Política,3,24,12,,A5032514362,0000-0002-0047-253X,"Indigenous Cultures and History; Migration, Education, Indigenous Social Dynamics; Latin American Cultural Politics; Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America"
518,Pedro Luís,University of Tarapacá,Ciencia Política,3,22,62,,A5110706670,,"Comparative constitutional jurisprudence studies; Legal processes and jurisprudence; Social Sciences and Policies; Finance, Taxation, and Governance; Criminal Justice and Penology"
519,Sergio Carrasco Delgado,University of Concepción,Ciencia Política,3,43,36,,A5089955641,,Comparative constitutional jurisprudence studies; Human Rights and Immigration; Political Theory and Democracy; Political Dynamics in Latin America; Political and Social Dynamics in Chile and Latin America
520,Pablo Oyarzún,University of Art and Social Sciences,Sociología,3,43,51,,A5064648212,,Philosophical Thought and Analysis; Philosophical and Cultural Analysis; Comparative Literary Analysis and Criticism; Educational theories and practices; Social Sciences and Policies
521,Raúl Rodríguez Freiré,Pontificia Universidad Católica de Valparaíso,Sociología,3,43,76,,A5066599670,0000-0002-5397-7443,Latin American Literature Studies; Cultural and Social Studies in Latin America; Comparative Literary Analysis and Criticism; Latin American Cultural Politics; Social Sciences and Policies
522,Felipe Gutiérrez,Pontificia Universidad Católica de Chile,Ciencias Sociales,3,44,6,,A5110531536,,"Regional Development and Innovation; Social Sciences and Policies; Migration, Health, Geopolitics, Historical Geography; Labor Law and Work Dynamics; Human Rights and Immigration"
523,Yeliza Gajardo Carvajal,University of Tarapacá,Sociología,3,44,7,,A5042139947,0000-0001-7955-7001,"Cultural and Social Studies in Latin America; Migration, Education, Indigenous Social Dynamics; Immigration and Intercultural Education; Educational Practices and Policies; Social Sciences and Policies"
524,Paula da Cunha Corrêa,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Sociología,3,48,26,,A5027653099,0000-0002-2623-066X,"Classical Antiquity Studies; Linguistics and Language Studies; Classical Philosophy and Thought; Cultural, Media, and Literary Studies; Organic Chemistry Synthesis Methods"
525,Daniela Mandiola Godoy,Universidad de Magallanes,Educación,3,14,5,,A5010891384,0000-0003-0001-7235,Social Sciences and Policies; Social Issues and Sustainability; Occupational Therapy Practice and Research; Stress and Burnout Research; Literacy and Educational Practices
526,Viviana Riquelme Echeverría,University of Chile,Sociología,3,14,5,,A5005037708,,"Social Sciences and Policies; Aging, Health, and Disability; Occupational Therapy Practice and Research; Cultural Competency in Health Care; Interpreting and Communication in Healthcare"
