ranking,nombre,institucion,disciplina,h_index,citas,trabajos,scholar_id,openalex_id,orcid,topics
582,Daniela Guzmán-Sanhueza,University of Atacama,Educación,3,37,10,,A5045313592,0000-0001-7905-309X,"Education and Teacher Training; Social Sciences and Policies; Social Issues and Sustainability; Stress and Burnout Research; Business, Innovation, and Economy"
583,Javier Barría Muñoz,Universidad Andrés Bello,Psicología,3,37,14,,A5045351143,0000-0002-0717-4885,"Social Sciences and Policies; Aging, Health, and Disability; Stress and Burnout Research; Psychological Treatments and Disorders; Intimate Partner and Family Violence"
584,Rodrigo Araya Gómez,Academy of Christian Humanism University,Ciencia Política,3,37,25,,A5103212922,0000-0002-8119-2686,"Political and Social Dynamics in Chile and Latin America; Employment, Labor, and Gender Studies; Social Sciences and Policies; Historical Studies in Latin America; Human Rights and Immigration"
585,Andrea Canales,University of O'Higgins,Ciencia Política,3,25,4,,A5103273628,0000-0001-7536-0674,Politics and Society in Latin America; Public Policy and Governance; Spatial and Panel Data Analysis; School Choice and Performance; Electoral Systems and Political Participation
586,Claudio Fuentes-Bravo,University of Chile,Ciencia Política,3,25,7,,A5040886387,,Social Media and Politics; Electoral Systems and Political Participation; Hate Speech and Cyberbullying Detection; Political and Social Dynamics in Chile and Latin America; COVID-19 and Mental Health
587,Ricardo Ernst Montenegro,Universidad Autónoma de Chile,Educación,3,25,10,,A5083817852,0000-0001-6156-4182,Social Sciences and Policies; Higher Education and Sustainability; Comparative International Legal Studies; User Authentication and Security Systems; Educational Practices and Policies
588,Francisco Ramírez Varela,University of the Americas,Ciencia Política,3,25,10,,A5033940961,0000-0002-7571-9728,"Youth Culture and Social Dynamics; Social Sciences and Policies; Youth, Politics, and Society; Latin American socio-political dynamics; Migration, Education, Indigenous Social Dynamics"
589,Andrea Peroni,University of Chile,Ciencia Política,3,23,20,,A5028896857,0000-0003-0584-7705,Social Sciences and Policies; Social Issues and Sustainability; Public Policy and Governance; Education and Teacher Training; Social and Economic Solidarity
590,María del Pino Rodríguez Cruz,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Educación,3,23,21,,A5008584710,,History of Education in Spain; Educational theories and practices; Education and Teacher Training; Educational Practices and Policies; Social Sciences and Policies
591,Violeta Acuña Collado,Universidad de Playa Ancha de Ciencias de la Educación,Educación,3,23,26,,A5005679843,0000-0001-7544-8828,Education and Teacher Training; Educational Innovations and Technology; Educational Outcomes and Influences; Social Sciences and Policies; Education in Rural Contexts
592,Carolina Andrea Vásquez Oyarzún,Universidad de Magallanes,Educación,3,24,3,,A5018307555,0000-0003-4429-0954,"Social Sciences and Policies; Aging, Health, and Disability; Stress and Burnout Research; Higher Education Teaching and Evaluation; Inclusive Education and Diversity"
593,Pablo Falcón,University of Chile,Educación,3,24,7,,A5040720870,,Literacy and Educational Practices; Vehicle Dynamics and Control Systems; Social Sciences and Policies; Hydraulic and Pneumatic Systems; E-Learning and Knowledge Management
594,Adriano Rovira Pinto,Austral University of Chile,Sociología,3,24,9,,A5023290467,,Regional Development and Innovation; Environmental and Cultural Studies in Latin America and Beyond; Plant Taxonomy and Phylogenetics; Social Sciences and Policies; Historical and socio-economic studies of Spain and related regions
595,Ana María Álvarez Rojas,Universidad Católica Silva Henríquez,Ciencias Sociales,3,26,24,,A5054393437,0000-0003-2554-3055,"Social Sciences and Policies; Latin American Urban Studies; Aging, Health, and Disability; Social Issues and Sustainability; Migration, Aging, and Tourism Studies"
596,Álvaro Hurtado,University of Chile,Sociología,3,26,30,,A5075059209,,"Economic Theory and Policy; Income, Poverty, and Inequality; Employment, Labor, and Gender Studies; Fiscal Policy and Economic Growth; Regional Development and Innovation"
597,Alina Donoso,University of Valparaíso,Ciencia Política,3,36,7,,A5017288158,,Gender Politics and Representation; Social Policy and Reform Studies; Human Rights and Development; Education and Labor Relations; Social Sciences and Governance
598,Amanda Telias,University of Chile,Sociología,3,36,7,,A5005309721,0000-0003-0084-0221,"Income, Poverty, and Inequality; School Choice and Performance; Early Childhood Education and Development; Intergenerational and Educational Inequality Studies; Infant Development and Preterm Care"
599,Gonzalo Bustamante,Adolfo Ibáñez University,Ciencias Sociales,3,36,14,,A5038218247,,Social Sciences and Policies; Community Health and Development; Social Issues and Sustainability; Medieval Philosophy and Theology; Jewish and Middle Eastern Studies
600,María Olaya Grau Rengifo,Pontificia Universidad Católica de Chile,Educación,3,36,15,,A5001286231,0000-0003-0892-0795,"Social Sciences and Policies; Migration, Education, Indigenous Social Dynamics; Migration, Health and Trauma; Stress and Burnout Research; Aging, Health, and Disability"
601,Pedro Palma,University of Chile,Ciencias Sociales,3,73,9,,A5110755111,,Regional Development and Policy; Global Health Care Issues; Social Policy and Reform Studies; Energy and Environment Impacts; Water-Energy-Food Nexus Studies
602,Alonso Miguel,Pontificia Universidad Católica de Chile,Economía,3,74,9,,A5036511529,,Aviation Industry Analysis and Trends; Transportation Planning and Optimization; Air Traffic Management and Optimization; Educational Technology in Learning; Social Sciences and Policies
603,Francisco Alberto Báez Urbina,Universidad de Playa Ancha de Ciencias de la Educación,Ciencia Política,3,18,5,,A5088923697,,"Latin American socio-political dynamics; Employment, Labor, and Gender Studies; Social Sciences and Policies; Public Policy and Governance; Political and Social Dynamics in Chile and Latin America"
604,Sebastián Briones Razeto,University of Chile,Ciencia Política,3,18,6,,A5039979719,0000-0003-1274-0447,European Union Policy and Governance; Political and Social Dynamics in Chile and Latin America; International Relations in Latin America; Global Security and Public Health; International Relations and Foreign Policy
605,Antonia Santos Pérez,Arturo Prat University,Ciencia Política,3,34,9,,A5059503292,0000-0001-7352-6941,"Political and Social Dynamics in Chile and Latin America; Violence, Education, and Gender Studies; History and Politics in Latin America; Gender, Health, and Social Inequality; Political Theory and Democracy"
606,Nicolás Ponce González,Las Campanas Observatory,Sociología,3,34,33,,A5103075128,0000-0003-1336-6303,"Social Sciences and Policies; Immigration and Intercultural Education; Emotional Intelligence and Performance; Health and Lifestyle Studies; Aging, Health, and Disability"
607,Cristián Parker G.,Universidad de Santiago de Chile,Ciencias Sociales,3,35,4,,A5011697912,,Social Acceptance of Renewable Energy; Social Sciences and Policies; Religious and Theological Studies; Ethics and bioethics in healthcare; Energy and Environment Impacts
608,Luz María Herrera-López,Pontificia Universidad Católica de Chile,Educación,3,35,5,,A5070204270,,"Social Sciences and Policies; Aging, Health, and Disability; Balance, Gait, and Falls Prevention; Health and Medical Education; E-Learning and Knowledge Management"
609,Claudia Villegas,Millennium Institute for Integrative Biology,Educación,3,35,18,,A5020219971,,"Business, Education, Mathematics Research; Social Sciences and Policies; Business, Innovation, and Economy; Advertising and Communication Studies; Fermentation and Sensory Analysis"
610,Alejandro Carrasco,Miguel de Cervantes University,Ciencia Política,3,38,12,,A5101974666,0000-0003-3421-7518,International Relations in Latin America; Social Sciences and Policies; Educational Assessment and Improvement; Social Issues and Sustainability; Healthcare Operations and Scheduling Optimization
611,Marcel Aubry,University of Chile,Ciencia Política,3,38,13,,A5087790959,0000-0002-0239-7043,Political Dynamics in Latin America; Electoral Systems and Political Participation; Comparative constitutional jurisprudence studies; Political Theory and Democracy; Public Policy and Governance
612,Enrique Gómez Arboleya,Dirección de Investigación y Desarrollo,Economía,3,35,32,,A5075170297,,"Social Sciences and Policies; Historical Studies in Latin America; Ethics and bioethics in healthcare; Employment, Labor, and Gender Studies; Historical and socio-economic studies of Spain and related regions"
613,Cristián Orellana Fonseca,University of Bío-Bío,Ciencia Política,3,24,16,,A5038479361,,Education and Teacher Training; Political Theory and Democracy; Educational Practices and Policies; Social Sciences and Policies; Cultural and political discourse analysis
614,Manuel Silva Águila,University of Chile,Educación,3,24,21,,A5078257078,0000-0003-4923-0838,Education and Teacher Training; Social Sciences and Policies; Educational Innovations and Technology; Higher Education Teaching and Evaluation; Educational theories and practices
615,María Elena Acuña Moenne,University of Chile,Ciencia Política,3,24,22,,A5031764836,,"Social Sciences and Policies; Education and Teacher Training; Gender and Feminist Studies; Political and Social Dynamics in Chile and Latin America; History, Culture, and Diplomacy"
616,Ivonne Bueno,Instituto de Salud Pública de Chile,Sociología,3,25,3,,A5034640746,,"Employment, Labor, and Gender Studies; Labor market dynamics and wage inequality; Retirement, Disability, and Employment; Education and Labor Relations"
617,Paula Miranda Sánchez,Pontificia Universidad Católica de Chile,Economía,3,26,23,,A5014304517,0000-0001-7218-6092,Social Sciences and Policies; Higher Education and Sustainability; Social Issues and Sustainability; Stress and Burnout Research; Cooperative Studies and Economics
618,Ignacio Irarrázaval,Pontificia Universidad Católica de Chile,Sociología,3,28,11,,A5102998420,,Social Sciences and Policies; Healthcare Systems and Reforms; Cultural Industries and Urban Development; Education in Diverse Contexts; Higher Education and Sustainability
619,Karina Maldonado,Pontificia Universidad Católica de Chile,Sociología,3,28,11,,A5069716085,0000-0001-5946-6508,Higher Education Research Studies; Labor market dynamics and wage inequality; Education Systems and Policy; Global Educational Reforms and Inequalities; Educational Outcomes and Influences
620,Carolina Montero Orphanopoulos,Universidad Católica Silva Henríquez,Ciencias Sociales,3,28,24,,A5064859793,0000-0002-4609-7974,"Religious and Theological Studies; Religion, Society, and Development; Ethics and bioethics in healthcare; Social Sciences and Policies; Forgiveness and Related Behaviors"
621,Mónica Fernández,Universidad Adventista de Chile,Educación,3,32,37,,A5064208010,0000-0003-1025-2909,Comparative constitutional jurisprudence studies; Social Sciences and Policies; Educational theories and practices; Higher Education Teaching and Evaluation; Education and Teacher Training
622,Oscar Vivallo Urra,Universidad de La Frontera,Educación,3,33,6,,A5015108841,0000-0001-5200-0174,Social Sciences and Policies; Child and Adolescent Psychosocial and Emotional Development; Child Abuse and Trauma; Education and Teacher Training; Diverse Applied Research Studies
623,Cristóbal Ruiz-Tagle,Universidad Mayor,Sociología,3,33,8,,A5027186417,0000-0002-5580-7480,Economic and Environmental Valuation; Labor market dynamics and wage inequality; Decision-Making and Behavioral Economics; Global trade and economics; Air Quality and Health Impacts
624,Verónica Tapia Barría,Catholic University of the Maule,Educación,3,33,11,,A5087332366,,"Latin American Urban Studies; Migration, Education, Indigenous Social Dynamics; Social Issues and Sustainability; Social Sciences and Policies; Regional Development and Innovation"
625,Maria Jesús Villalón Martínez,Universidad del Desarrollo,Educación,3,33,16,,A5103790643,,"Higher Education Teaching and Evaluation; E-Learning and Knowledge Management; Social Sciences and Policies; Educational Technology in Learning; Employment, Labor, and Gender Studies"
626,Pablo Aguirre,University of Chile,Ciencia Política,3,36,33,,A5101977893,0000-0003-4350-2118,Social Sciences and Policies; Dental Research and COVID-19; International Development and Aid; Public Policy and Governance; Human Rights and Immigration
627,Trinidad Vera,Pontificia Universidad Católica de Chile,Sociología,3,34,3,,A5033777323,0000-0002-9058-4075,Higher Education Research Studies; Global Educational Reforms and Inequalities; School Choice and Performance; Intergenerational and Educational Inequality Studies; Educational Outcomes and Influences
628,Cecilia Aguayo Cuevas,Pontificia Universidad Católica de Chile,Educación,3,30,20,,A5003786058,0000-0001-8572-2325,Social Sciences and Policies; Educational Practices and Policies; Ethics and bioethics in healthcare; Ethics in medical practice; Education and Teacher Training
629,María Luciana Cadahia,Pontificia Universidad Católica de Chile,Ciencia Política,3,30,30,,A5037108001,0000-0002-3814-5200,"Philosophical Thought and Analysis; Philosophical and Cultural Analysis; Ethics and bioethics in healthcare; Foucault, Power, and Ethics; Political Theory and Democracy"
630,Carlos Peña González,Universidad Diego Portales,Ciencia Política,3,30,37,,A5021482828,,Comparative constitutional jurisprudence studies; Political Theory and Democracy; Comparative International Legal Studies; Legal processes and jurisprudence; Human Rights and Immigration
631,José Antonio Román Brugnoli,Metropolitan University of Technology,Sociología,3,26,17,,A5030814707,0000-0001-8151-9821,"Literary and Cultural Studies; Social Sciences and Policies; Labor Law and Work Dynamics; Employment, Labor, and Gender Studies; Public Health and Social Inequalities"
632,Andrés Monares,University of Chile,Economía,3,15,18,,A5028446596,,Economic and Social Development; Environmental and sustainability education; Ethics and bioethics in healthcare; Economic Theory and Institutions; Social Sciences and Policies
633,Jorge Peña Vial,"Universidad de Los Andes, Chile",Ciencias Sociales,3,71,32,,A5058102868,0000-0003-1066-2318,"Religious and Theological Studies; Ethics and bioethics in healthcare; Social Sciences and Policies; Philosophy, Health, and Society; Philosophical Thought and Analysis"
634,Christian Retamal,Universidad de Santiago de Chile,Ciencia Política,3,72,18,,A5028196184,0000-0003-3445-4433,"Social Sciences and Policies; Philosophical and Cultural Analysis; Employment, Labor, and Gender Studies; Political Economy and Marxism; Educational theories and practices"
635,Moyra Castro-Paredes,University of Talca,Ciencia Política,3,27,11,,A5005426773,,Public Policy and Governance; Educational Practices and Policies; Economic and Social Development; Education and Teacher Training; Social Sciences and Policies
636,Alejandra Sánchez Cuevas,Austral University of Chile,Ciencia Política,3,114,6,,A5075745582,0000-0001-7607-0783,"Feminism, Gender, and Social Issues; Latin American socio-political dynamics; Indigenous Cultures and History; Social Sciences and Policies; Social Issues and Sustainability"
637,Juan Pablo Paredes P,Catholic University of the Maule,Ciencia Política,3,90,10,,A5063144914,,Public Policy and Governance; Social Sciences and Policies; Latin American socio-political dynamics; Political and Social Dynamics in Chile and Latin America; Political Theory and Democracy
638,Jessica Bull,Austral University of Chile,Administración,3,17,7,,A5025381538,,Outsourcing and Supply Chain Management; Military and Defense Studies; Multi-Agent Systems and Negotiation; Quality and Supply Management; Facility Location and Emergency Management
639,Ana Castillo Leyton,University of Atacama,Educación,3,17,8,,A5056816558,0000-0003-0231-7135,"Education and Teacher Training; Social Sciences and Policies; Memory, violence, and history; Higher Education Teaching and Evaluation; Spanish History and Politics"
640,Carlos Mejí­as Sandia,Universidad Autónoma de Chile,Ciencia Política,3,17,11,,A5060891496,,"Social Sciences and Policies; Latin American socio-political dynamics; Gender, Health, and Social Inequality; Social Work Education and Practice; Politics and Society in Latin America"
641,Paola Ilabaca Baeza,Viña del Mar University,Sociología,3,71,14,,A5027496279,0000-0002-0246-0145,"Intimate Partner and Family Violence; Social Sciences and Policies; Sexual Assault and Victimization Studies; Cultural and Social Studies in Latin America; Migration, Education, Indigenous Social Dynamics"
642,Marcelo Gallegos Fuentes,University of Bío-Bío,Sociología,3,29,7,,A5036419375,0000-0002-6153-5514,"Social Sciences and Policies; Education and Teacher Training; Gender, Health, and Social Inequality; Migration, Education, Indigenous Social Dynamics; Social Skills and Education"
643,Alejandro Marambio-Tapia,University of Chile,Economía,3,29,17,,A5057112967,0000-0002-8598-8817,"Housing, Finance, and Neoliberalism; Social Policy and Reform Studies; Social Sciences and Policies; Employment and Welfare Studies; Financial Literacy, Pension, Retirement Analysis"
644,Simón Escoffier,Pontificia Universidad Católica de Chile,Ciencia Política,3,29,19,,A5014611568,0000-0001-7835-6865,Political and Social Dynamics in Chile and Latin America; Politics and Society in Latin America; Social Policy and Reform Studies; Political Conflict and Governance; Latin American socio-political dynamics
645,María José Ortúzar Escudero,Universidad de Santiago de Chile,Sociología,3,29,27,,A5010070801,0000-0003-1251-815X,"Classical Philosophy and Thought; Historical and Literary Studies; Historical Philosophy and Science; Historical, Religious, and Philosophical Studies; Historical, Literary, and Cultural Studies"
646,Consuelo Martínez-Sicluna y Sepúlveda,Universidad Bernardo O'Higgins,Ciencia Política,3,33,47,,A5075969733,0000-0002-0524-8465,Comparative constitutional jurisprudence studies; Comparative International Legal Studies; Legal processes and jurisprudence; Historical Studies in Latin America; Political Theory and Democracy
647,Rodrigo Sepúlveda Prado,University of Chile,Psicología,3,26,19,,A5078683512,,"Social Sciences and Policies; Criminal Justice and Penology; Health and Lifestyle Studies; Aging, Health, and Disability; Developmental and Educational Neuropsychology"
648,María Jesús Vázquez Lobeiras,Universidad de Santiago de Chile,Ciencias Sociales,3,28,62,,A5046104045,0000-0001-5561-1982,Philosophical Thought and Analysis; Ethics and bioethics in healthcare; Religious and Theological Studies; Kantian Philosophy and Modern Interpretations; Social Sciences and Policies
649,Norma Muñoz del Campo,Universidad de Santiago de Chile,Ciencia Política,2,11,11,,A5012999154,0000-0003-0812-5214,"Public Policy and Governance; Latin American social science; Sociology, Governance, and Technology; Cultural Industries and Urban Development; Social Policy and Reform Studies"
650,Felipe Muñoz,Universidad de La Frontera,Ciencias Sociales,2,15,12,,A5045367510,,Legal processes and jurisprudence; Criminal Justice and Penology; Social Sciences and Policies; Comparative International Legal Studies; Family and Matrimonial Law
651,Andrea Garrido Rivera,Universidad Católica de la Santísima Concepción,Educación,2,11,11,,A5058740533,0000-0001-9569-1956,"Social Sciences and Policies; Education and Teacher Training; Employment, Labor, and Gender Studies; E-Learning and Knowledge Management; Diverse Applied Research Studies"
652,Carlos Alfonso Llancar Etcheverry,Universidad de Los Lagos,Ciencia Política,2,11,7,,A5003926860,,"Social Sciences and Policies; Public Policy and Governance; Employment, Labor, and Gender Studies; Finance, Taxation, and Governance; Regional Development and Innovation"
653,Hugo Lira Ramos,University of Bío-Bío,Educación,2,11,7,,A5074058247,,Educational theories and practices; Social Sciences and Policies; Literacy and Educational Practices; Education and Teacher Training; Social Skills and Education
654,Eugenio Pérez-Álvarez,Academy of Christian Humanism University,Psicología,2,11,5,,A5050371074,,Education and Teacher Training; Inclusive Education and Diversity; Social Sciences and Policies; Educational Methods and Psychological Studies; Higher Education Teaching and Evaluation
655,Jorge Canales Urriola,Universidad Autónoma de Chile,Ciencia Política,2,86,16,,A5029204832,0000-0002-5594-221X,"Migration, Education, Indigenous Social Dynamics; Latin American Urban Studies; Social Sciences and Policies; Latin American socio-political dynamics; Logistics and Transportation Systems"
656,Viviana Herskovic,Clínica Las Condes,Psicología,2,84,4,,A5042866408,,"Child and Adolescent Psychosocial and Emotional Development; Social Sciences and Policies; Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes; Psychosomatic Disorders and Their Treatments; Child and Adolescent Health"
657,Elena Sánchez Gómez,Alberto Hurtado University,Ciencia Política,2,101,9,,A5029219580,,"Political and Social Dynamics in Chile and Latin America; Philosophical and Cultural Analysis; Social Sciences and Policies; Religion and Society in Latin America; Counseling, Therapy, and Family Dynamics"
658,Joan Rivière,Dirección de Investigación y Desarrollo,Ciencia Política,2,15,3,,A5015387636,,Gender and Feminist Studies; Educational Practices and Policies; International Relations and Autism; Social Sciences and Policies; Spanish Literature and Culture Studies
659,Mario Catalán-Marshall,Alberto Hurtado University,Ciencias Sociales,2,15,4,,A5042738259,0000-0002-3875-1091,"Gender and Feminist Studies; Feminism, Gender, and Social Issues; Social Sciences and Policies"
660,Diego Barría,Universidad de Santiago de Chile,Ciencia Política,2,15,4,,A5040846949,,Political and Social Dynamics in Chile and Latin America; Social Media and Politics; Political Theory and Democracy; Political Economy and Marxism; Cultural and political discourse analysis
661,Mariana Valenzuela Somogyi,Universidad de Santiago de Chile,Ciencia Política,2,15,4,,A5017934894,,"Feminism, Gender, and Social Issues; Social Sciences and Policies; Politics and Society in Latin America; Political Dynamics in Latin America; Gender Politics and Representation"
662,Verónica Peña-Acuña,University of Bío-Bío,Ciencia Política,2,15,5,,A5100281927,0000-0003-1007-5228,Intellectual Capital and Performance Analysis; Ethics in Business and Education; Employer Branding and e-HRM; Accounting and Organizational Management; China's Socioeconomic Reforms and Governance
663,Yohana Andrea,University of Bío-Bío,Economía,2,15,5,,A5079810699,,"Social Sciences and Policies; Latin American Urban Studies; Educational Research and Science Teaching; Urbanism, Landscape, and Tourism Studies; Historical and socio-economic studies of Spain and related regions"
664,Evelyn Benvin,United Nations Economic Commission for Latin America and the Caribbean,Sociología,2,17,6,,A5033016413,,"Education and Labor Relations; Fiscal Policy and Economic Growth; Income, Poverty, and Inequality; Agricultural and Food Production Studies; Employment, Labor, and Gender Studies"
665,Carlos Madariaga Araya,University of Chile,Educación,2,17,8,,A5091740714,,"Public Health and Social Inequalities; Spanish Philosophy and Literature; Migration, Education, Indigenous Social Dynamics; Social Sciences and Policies; Italian Literature and Culture"
666,Raquel Galeotti,Universidad La República,Ciencias Sociales,2,17,9,,A5015893143,0000-0002-8279-9877,"Criminal Justice and Penology; Social Sciences and Policies; Criminal Justice and Corrections Analysis; Psychopathy, Forensic Psychiatry, Sexual Offending; Social Issues and Policies in Latin America"
667,Justino Gómez de Benito,Universidad Católica Silva Henríquez,Sociología,2,18,32,,A5066482036,,Contemporary Sociological Theory and Practice; Religious and Theological Studies; Social Sciences and Policies; Religion and Society in Latin America; Social and Cultural Dynamics
668,Valeria Sardi,Pontificia Universidad Católica de Chile,Educación,2,18,51,,A5079674940,0000-0002-7260-7691,"Literacy and Educational Practices; Literature, Culture, and Aesthetics; Educational theories and practices; Gender and Feminist Studies; Social Sciences and Policies"
669,Javier Cortés Orihuela,University of Chile,Sociología,2,16,6,,A5066523531,,"Intergenerational and Educational Inequality Studies; Income, Poverty, and Inequality; Labor market dynamics and wage inequality; Health disparities and outcomes; Fiscal Policy and Economic Growth"
670,Óscar Ariel Cabezas,Pontificia Universidad Católica de Chile,Ciencia Política,2,17,14,,A5011956749,0000-0002-6622-8855,Political Theory and Democracy; Political and Social Dynamics in Chile and Latin America; Religious and Theological Studies; Philosophical and Cultural Analysis; Political theory and Gramsci
671,Sergio Galilea Ocón,University of Chile,Ciencia Política,2,17,19,,A5001767097,,"Regional Development and Innovation; Public Policy and Governance; Latin American Urban Studies; Finance, Taxation, and Governance; Social Sciences and Policies"
672,Giannina Burlando,Pontificia Universidad Católica de Chile,Ciencia Política,2,17,28,,A5039856500,0000-0002-6057-612X,Philosophical Thought and Analysis; Historical Philosophy and Science; Ethics and bioethics in healthcare; Seventeenth-Century Political and Philosophical Thought; Classical Philosophy and Thought
673,Ma Dolores,Hospital Las Higueras,Ciencias Sociales,2,11,46,,A5109856340,,"Social Sciences and Policies; Health and Lifestyle Studies; Ethics and bioethics in healthcare; MRI in cancer diagnosis; Aging, Health, and Disability"
674,Pablo Herraz,Pontificia Universidad Católica de Chile,Ciencia Política,2,11,4,,A5108661370,,Historical and socio-economic studies of Spain and related regions; Sustainability and Climate Change Governance; Climate Change Communication and Perception; Social Sciences and Policies; Social Representations and Identity
675,Karina Oldani,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Ciencias Sociales,2,11,4,,A5049616053,,"Indigenous Cultures and History; Memory, violence, and history; Social Sciences and Policies"
676,Miguel Añon Suárez,"Centro Regional de Derechos Humanos y Justicia de Género, Corporación Humanas",Ciencias Sociales,2,11,4,,A5054973676,,"Indigenous Cultures and History; Memory, violence, and history; Social Sciences and Policies"
677,Carmen Gloria Jarpa-Arriagada,University of Bío-Bío,Sociología,2,11,5,,A5112850001,,Social Sciences and Policies; Social Work Education and Practice; Public Health and Social Inequalities; Cultural and Social Studies in Latin America; Social Issues and Sustainability
678,Ignacio Fernández de Castro,University of Chile,Ciencia Política,2,15,35,,A5026602553,,"Social Sciences and Policies; Employment, Labor, and Gender Studies; Economic and Social Development; Political Theory and Democracy; Educational Practices and Policies"
679,Andrés Covarrubias Correa,University of Chile,Sociología,2,15,29,,A5035689006,0000-0001-5110-0464,Classical Philosophy and Thought; Organic Chemistry Synthesis Methods; Literary and Cultural Studies; Classical Antiquity Studies; Philosophical Thought and Analysis
680,Mimí Marinovic,University of Chile,Sociología,2,15,24,,A5112460465,,"Literary and Cultural Studies; Music Therapy and Health; Historical and Modern Theater Studies; Social Sciences and Policies; Architecture, Art, Education"
681,Victoria Sotelo,Universidad La República,Ciencias Sociales,2,15,23,,A5022221791,0000-0001-9756-4862,"Religion and Society in Latin America; Religion, Society, and Development; Religion and Society Interactions; Religious and Theological Studies; Aging, Health, and Disability"
682,Sergio Manosalva Mena,Universidad Bernardo O'Higgins,Sociología,2,15,16,,A5063786703,,Educational theories and practices; Social Sciences and Policies; Cultural and Social Studies in Latin America; Advertising and Communication Studies; Cultural and Mythological Studies
683,Francisco Villegas,Universidad Diego Portales,Ciencia Política,2,15,15,,A5027614706,,Social Sciences and Policies; Public Policy and Governance; Organizational Management and Innovation; Educational Practices and Policies; Higher Education and Sustainability
684,F. V.,Hospital la Serena,Ciencia Política,2,15,15,,A5076158262,,"Social Sciences and Governance; Social Policies and Family; French Urban and Social Studies; Multiculturalism, Politics, Migration, Gender; Aging, Elder Care, and Social Issues"
685,Hanns Stein,University of Chile,Sociología,2,13,26,,A5017462308,,Social Sciences and Policies; Comparative Literary Analysis and Criticism; Economic and Social Issues; Galician and Iberian cultural studies; Interstitial Lung Diseases and Idiopathic Pulmonary Fibrosis
686,Mallén Arenas Carmona,University of Concepción,Ciencias Sociales,2,28,3,,A5057406599,,Social Sciences and Policies; Stress and Burnout Research; Job Satisfaction and Organizational Behavior; Workplace Health and Well-being; Health and Well-being Studies
687,Maria del Pilar Acosta,Universidad Adventista de Chile,Ciencias Sociales,2,28,4,,A5102141085,,"Social Sciences and Policies; Aging, Health, and Disability; Plant responses to elevated CO2; Stress and Burnout Research; Plant Stress Responses and Tolerance"
688,Gloria Mulsow,Austral University of Chile,Educación,2,28,7,,A5083959806,,"Social Sciences and Policies; Health and Lifestyle Studies; Aging, Health, and Disability; Educational Outcomes and Influences; Employment, Labor, and Gender Studies"
689,Ma José Bustamante,Pontificia Universidad Católica de Chile,Educación,2,17,5,,A5049481477,,Social Sciences and Policies; Health and Lifestyle Studies; Education in Rural Contexts; Cardiovascular and exercise physiology; Educational Practices and Policies
690,David Rojas Lizama,Universidad de Santiago de Chile,Ciencias Sociales,2,105,16,,A5070710459,0000-0003-3136-9719,"Social Sciences and Policies; Ethics and bioethics in healthcare; Philosophical Ethics and Theory; Aging, Elder Care, and Social Issues; Hermeneutics and Narrative Identity"
691,M.L. Martín-Benito Valle,Clínica Alemana,Ciencias Sociales,2,78,7,,A5074241804,,"Social Sciences and Policies; Health, Nursing, Elderly Care; Aging, Health, and Disability; Employment and Welfare Studies; Child Welfare and Adoption"
692,Francisco Balart Páez,University of Chile,Ciencia Política,2,78,7,,A5002300456,,"Political and Social Dynamics in Chile and Latin America; Employment, Labor, and Gender Studies; Social Sciences and Policies; International Relations in Latin America; Latin American socio-political dynamics"
693,Leda Berardi,University of Chile,Ciencia Política,2,16,8,,A5060318258,,"Cultural and political discourse analysis; Social Sciences and Policies; Public Health and Social Inequalities; Sociology, Governance, and Technology; Political and Social Dynamics in Chile and Latin America"
694,Camilo Sepúlveda-Queipul,University of Chile,Ciencias Sociales,2,15,5,,A5003714533,0000-0002-2393-2113,"Public Health and Social Inequalities; Mental Health Treatment and Access; Stress and Burnout Research; Aging, Health, and Disability; Social Sciences and Policies"
695,Azahara Muñoz Martínez,Universidad Autónoma de Chile,Educación,2,15,11,,A5024458544,,"Organizational Management and Innovation; Regional Development and Innovation; Higher Education Teaching and Evaluation; Business, Education, Mathematics Research; Social Sciences and Policies"
696,Nicole Bidegain,United Nations Economic Commission for Latin America and the Caribbean,Economía,2,16,3,,A5081302003,,"Business, Innovation, and Economy; Social Sciences and Policies; Educational and Organizational Development; Gender, Violence, Rights in Latin America"
697,Rodrigo Molina Gutiérrez,Universidad de Santiago de Chile,Psicología,2,16,3,,A5011149973,,"Social Sciences and Policies; Educational Methods and Psychological Studies; Social impacts of COVID-19; Aging, Health, and Disability; Education and Teacher Training"
698,Viviana Vallejos Garcías,University of Concepción,Educación,2,16,4,,A5112242332,,"Inclusive Education and Diversity; Social Sciences and Policies; Education and Teacher Training; Social Issues and Sustainability; Aging, Health, and Disability"
699,Pablo Seguel,University of Chile,Ciencia Política,2,16,4,,A5071078594,,"Employment, Labor, and Gender Studies; Social Sciences and Policies; Political and Social Dynamics in Chile and Latin America; International Labor and Employment Law; Latin American socio-political dynamics"
700,Osvaldo Henríquez Opazo,University of Talca,Ciencia Política,2,16,5,,A5009883052,,Comparative constitutional jurisprudence studies; Public Policy and Governance; Human Rights and Immigration; Political Systems and Governance; International Relations in Latin America
